"N","Burapha","#77f7ff","Slackware","1997.6","2013.09.7",,"https://distroware.gitlab.io/os/Linux/b/burapha",,,,,,,,,
"N","Stampede","#866846","Slackware","1997.12.4","2002.3.1",,"https://distroware.gitlab.io/os/Linux/s/stampede",,,,,,,,,
"N","VectorLinux","#504ca3","Slackware","2000.6.30",,,"https://distroware.gitlab.io/os/Linux/v/vectorlinux",,,,,,,,,
"N","Tiny","#444466","Slackware","2000.4.6","2005.8.24",,"https://distroware.gitlab.io/os/Linux/t/tiny",,,,,,,,,
"N","Splack Linux","#000","Slackware","2001.07.14","2006.08.5",,"https://github.com/fede2cr/splack_linux",,,,,,,,,
"N","Slax","#aadc87","Slackware","2002.5",,,"https://distroware.gitlab.io/os/Linux/s/slax",,,,,,,,,
"N","Plamo","#596e9d","Slackware","2002.9.23",,,"https://distroware.gitlab.io/os/Linux/p/plamo",,,,,,,,,
"N","DNALinux","#496da7","Slax","2004.2","2009.04.19",,"https://distroware.gitlab.io/os/Linux/d/dnalinux",,,,,,,,,
"N","WHAX","#445fff","Slax","2005.7.3","2006.2.5",,"https://distroware.gitlab.io/os/Linux/w/whoppix",,,,,,,,,
"N","Wolvix","#5a5a5a","Slax","2005.8","2013.04.18",,"https://distroware.gitlab.io/os/Linux/w/wolvix",,,,,,,,,
"N","SLAMPP","#ff4343","Slax","2005.9.19","2011.10.30",,"https://distroware.gitlab.io/os/Linux/s/slampp",,,,,,,,,
"#N","Gnu-HALO","#3c5c47","Slax","2006.6","2006.12",,"http://halo.willisburg.org/",,,,,,,,,
"#N","EvilEntity","#8b179c","Slackware","2002.4.26","2004.12.7",,"http://distrowatch.com/table.php?distribution=evilentity",,,,,,,,,
"N","Topologilinux","#000","Slackware","2002.8.25","2011.05.07",,"https://distroware.gitlab.io/os/Linux/t/topologinux",,,,,,,,,
"N","DeLi","#767676","Slackware","2002.11.2",,,"http://www.delilinux.de/","ConnochaetOS","2010.11.13","https://connochaetos.org/wiki/home",,,,,,
"N","DeLicate","#cc8844","DeLi","2011.10.22","2017.06.16",,"https://distroware.gitlab.io/os/Linux/d/delicate",,,,,,,,,
"N","Stux","#ff0000","Slackware","2003.9.1","2011.09.9",,"https://distroware.gitlab.io/os/Linux/s/stux","STUX","2003.11.1","https://distroware.gitlab.io/os/Linux/s/stux",,,,,,
"N","Kwort","#135cae","Slackware","2003.10.26",,,"https://distroware.gitlab.io/os/Linux/k/kwort",,,,,,,,,
"N","DARKSTAR","#705ca4","Slackware","2004.2","2008.1.6",,"https://distroware.gitlab.io/os/Linux/d/darkstar",,,,,,,,,
"N","AUSTRUMI","#d5bc60","Slackware","2004.3",,,"https://distroware.gitlab.io/os/Linux/a/astrumi",,,,,,,,,
"N","Minislack","#496da7","Slackware","2004.5.21",,,"https://distroware.gitlab.io/os/Linux/z/zenwalk","Zenwalk","2005.8.12","https://distroware.gitlab.io/os/Linux/z/zenwalk",,,,,,
"N","GoblinX","#e68200","Slackware","2004.7","2014.06.11",,"https://distroware.gitlab.io/os/Linux/g/goblinx","Imagineos","2010.7.1","https://distroware.gitlab.io/os/Linux/g/goblinx",,,,,,
"N","Slack 390","#444444","Slackware","2004.7.6","2012.10.18",,"https://distroware.gitlab.io/os/Linux/s/slack-390",,,,,,,,,
"N","HostGIS","#654321","Slackware","2004.8","2010",,"https://distroware.gitlab.io/os/Linux/h/hostgis",,,,,,,,,
"N","Kate","#e48a67","Slackware","2004.10.9","2009.6",,"https://distroware.gitlab.io/os/Linux/k/kateos","KateOS","2005.5.6","https://distroware.gitlab.io/os/Linux/k/kateos",,,,,,
"N","NimbleX","#ad2028","Slackware","2004.10.20",,,"https://distroware.gitlab.io/os/Linux/n/nimblex",,,,,,,,,
"N","MOPSLinux","#50c846","Slackware","2004.11","2015.12.30",,"https://distroware.gitlab.io/os/Linux/a/agilia-linux","AgiliaLinux","2010.4.22","https://distroware.gitlab.io/os/Linux/a/agilia-linux",,,,,,
"N","Frugalware","#676a97","Slackware","2004.11.2",,,"https://distroware.gitlab.io/os/Linux/f/frugalware",,,,,,,,,
"N","Slamd64","#5a5050","Slackware","2005.1.19","2009.2.1",,"https://distroware.gitlab.io/os/Linux/s/slamd64",,,,,,,,,
"N","NetSecL","#334d55","Slackware","2005.5.6",,,"https://distroware.gitlab.io/os/Linux/n/netsecl",,,,,,,,,
"N","pQui","#105289","Slackware","2005.7","2013.11.08",,"https://distroware.gitlab.io/os/Linux/p/pqui",,,,,,,,,
"N","Slackintosh","#6496fa","Slackware","2005.9.29","2011.06.07",,"https://distroware.gitlab.io/os/Linux/s/slackintosh",,,,,,,,,
"#N","Sauver","#b140c3","Slackware","2006.1.1",,,"http://sauveros.com/",,,,,,,,,
"N","RIP","#2b1bb0","Slackware","2006.5.5","2015.01.15",,"https://distroware.gitlab.io/os/Linux/r/rip",,,,,,,,,
"N","Voltalinux","#44dafd","Slackware","2006.6","2008.6",,"https://distroware.gitlab.io/os/Linux/v/voltalinux",,,,,,,,,
"#N","How-Tux","#dcd140","Slackware","2006.10","2008.3",,"http://distrowatch.com/table.php?distribution=howtux",,,,,,,,,
"N","Bluewhite64","#2356e6","Slackware","2006.10.4","2012.11.16",,"https://distroware.gitlab.io/os/Linux/b/bluewhite64",,,,,,,,,
"N","Absolute","#5a4114","Slackware","2006.10.22",,,"https://distroware.gitlab.io/os/Linux/a/absolute",,,,,,,,,
"N","Wifislax","#303030","Slackware","2006.12.21",,,"https://distroware.gitlab.io/os/Linux/w/wifislax",,,,,,,,,
"N","ARMedslack","#000","Slackware","2007.1.18",,,"https://distroware.gitlab.io/os/Linux/s/slackware-arm","Slackware ARM","2012.8.25","https://distroware.gitlab.io/os/Linux/s/slackware-arm",,,,,,
"N","SL4P","#000","ARMedslack","2012.3.20",,,"https://distroware.gitlab.io/os/Linux/s/sl4p",,,,,,,,,
"N","Draco","#bf0000","Slackware","2007.5.17",,,"https://distroware.gitlab.io/os/Linux/d/draco",,,,,,,,,
"N","SMS","#6283b9","Slackware","2007.8.10","2019.10.05",,"https://distroware.gitlab.io/os/Linux/s/superb-mini-server","Superb Mini Server","2010.6.11","https://distroware.gitlab.io/os/Linux/s/superb-mini-server",,,,,,
"N","Wifiway","#303030","Slackware","2008.12.3",,,"https://distroware.gitlab.io/os/Linux/w/wifiway",,,,,,,,,
"N","PLATYPUX","#884411","Slackware","2008.12.29","2014.11.9",,"https://distroware.gitlab.io/os/Linux/p/platypus",,,,,,,,,
"N","Kongoni","#fec367","Slackware","2009.2","2014.07.15",,"https://distroware.gitlab.io/os/Linux/k/kongoni",,,,,,,,,
"N","Linvo","#9cc720","Slackware","2009.3.28","2014.07.14",,"https://distroware.gitlab.io/os/Linux/l/linvo",,,,,,,,,
"#N","Lin2Go","#2266cc","Slackware","2009.4",,,"http://lin2go.com/",,,,,,,,,
"N","Salix","#6e9834","Slackware","2009.9.16",,,"https://distroware.gitlab.io/os/Linux/s/salix",,,,,,,,,
"N","SlaXBMC","#2d25ce","Slackware","2011.6.1",,,"https://distroware.gitlab.io/os/Linux/s/slaxbmc",,,,,,,,,
"N","Slackel","#ddee22","Slackware","2011.6.16",,,"https://distroware.gitlab.io/os/Linux/s/slackel",,,,,,,,,
"N","Porteus","#000099","Slackware","2011.6.20",,,"https://distroware.gitlab.io/os/Linux/p/porteus",,,,,,,,,

,,,,,,,,,,,,,,,,
"#","Domains",,,,,,,,,,,,,,,
"#","Distribution","Color","Intensity",,,,,,,,,,,,,
"D","Slackware","#000000","15",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"#","Images",,,,,,,,,,,,,,,
"#","File Path","x Position","y Position",,,,,,,,,,,,,
"#SVG","images/tux.svg","585","90",,,,,,,,,,,,,
"#SVG","images/gnu.svg","635","190",,,,,,,,,,,,,
"#SVG","images/info-connectors.svg","100","1200",,,,,,,,,,,,,
